Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
medium,multiple,Adolf Hitler was born on which date?,"April 20, 1889","June 12, 1889","February 6, 1889","April 16, 1889"
medium,estimate,"Which of the following years is commonly referred to as the ""Year Without a Summer""?",1816,1823,1813,1808
hard,multiple,The Hagia Sophia was commissioned by which emperor of the Byzantine Empire?,Justinian I,Constantine IV,Arcadius,Theodosius the Great
medium,estimate,When did Norway become free from Sweden?,1905,1925,1814,1834
hard,multiple,Which of these positions did the astronomer and physicist Isaac Newton not hold?,Surveyor to the City of London,Professor of Mathematics,Warden of the Royal Mint,Member of Parliament
medium,multiple,Which of the following is NOT classified as a Semetic language?,Sumerian,Maltese,Akkadian,Mandaic
hard,multiple,The Arab Spring was a series of protests and rebellions that began in which of these Arab nations?,Tunisia,Morocco,Syria,Egypt
easy,multiple,How long did World War II last?,6 years,4 years,5 years,7 years
medium,multiple,On which day did the attempted coup d'etat of 1991 in the Soviet Union begin?,August 19,August 21,December 26,December 24
medium,estimate,When did Norway get its constitution?,1814,1932,1905,1854
medium,multiple,Which country was an allied power in World War II?,Soviet Union,Italy,Germany,Japan
medium,boolean,"In World War II, Hawker Typhoons served in the Pacific theater.",False,True,,
medium,boolean,Oxford University is older than the Aztec Empire. ,True,False,,
medium,multiple,"What is the bloodiest event in United States history, in terms of casualties?",Battle of Antietam,Pearl Harbor,September 11th,D-Day
easy,multiple,"Which famous military commander marched an army, which included war elephants, over the Alps during the Second Punic War?",Hannibal,Garmanicus,Alexander the Great,Tiberius
medium,estimate,In what year was the famous 45 foot tall Hollywood sign first erected?,1923,1903,1913,1933
hard,multiple,Which Irish village in County Mayo built a tourism industry on the back of an alleged appearance by the Virgin Mary in 1879?,Knock,Ballycastle,Swinford,Turlough
easy,multiple,Which one of these countries was NOT in the Central Powers during WWI?,Spain,Austria-Hungary,Turkey,Germany
hard,multiple,When was Adolf Hitler appointed as Chancellor of Germany?,"January 30, 1933","September 1, 1939","February 27, 1933","October 6, 1939"
easy,multiple,Who was the first ruler of Haiti after the country had gained its independence?,Jean-Jacques Dessalines,Toussaint Louverture,Henri Christophe,Alexandre Petion
medium,multiple,When was the People's Republic of China founded?,"October 1, 1949","April 3, 1947","May 7, 1945","December 6, 1950"
hard,multiple,"Which country did the Eureka Rebellion, an 1856 battle against colonial rule, take place in?",Australia,India,Canada,Brazil
hard,multiple,The first Legoland park was opened in 1968 in which of these cities?,"Billund, Denmark","Carlsbad, California","Winter Haven, Florida","Nagoya, Japan"
medium,multiple,What date was the first flight of the P-40 Warhawk?,October 14 1938,August 21 1939,January 12 1940,June 1 1939
easy,estimate,In what year did the Wall Street Crash take place?,1929,1932,1930,1925
medium,multiple,During which American Civil War campaign did Union troops dig a tunnel beneath Confederate troops to detonate explosives underneath them?,Siege of Petersburg,Siege of Vicksburg,Antietam Campaign,Gettysburg Campagin
medium,multiple,In which years did the Battle of Gallipoli take place?,1915 - 1916,1914 - 1918,1914 - 1915,1915 - 1918
medium,multiple,Which of the following is not in the Indo-European language family?,Finnish,English,Hindi,Russian
hard,estimate,How many sonatas did Ludwig van Beethoven write?,32,50,31,21
easy,multiple,Abolitionist John Brown raided the arsenal in which Virginia Town?,Harper's Ferry,Richmond,Harrisonburg,Martinsburg
medium,boolean,The Fourth Crusade lasted from 1095-1099 AD.,False,True,,
easy,multiple,What does the United States of America celebrate during the 4th of July?,The signing of the Declaration of Independence,The anniversary of the Battle of Gettysburg,The crossing of the Delaware River,The ratification of the Constitution
medium,multiple,The Herero genocide was perpetrated in Africa by which of the following colonial nations?,Germany,Britain,Belgium,France
hard,estimate,What year was the United States Declaration of Independence signed?,1776,1775,1774,1777
medium,multiple,Which of these 1900s tanks were designed and built BEFORE the others?,Renault FT,M4 Sherman, Panzer IV,Cromwell 
medium,estimate,How old was the famous King Tutankhamen (Tut) when he died?,19,21,15,30
easy,estimate,In what year was the M1911 pistol designed?,1911,1907,1899,1917
hard,estimate,When was Finland's 100th year of being independent?,2017,2016,2018,2015
easy,estimate,How many Sister Ships were related to the TItanic?,2,4,3,1
medium,boolean,"""I disapprove of what you say, but I will defend to the death your right to say it"" is a quote from French philosopher Voltaire.",False,True,,
medium,multiple,"When did the United States formally declare war on Japan, entering World War II?","December 8, 1941","June 6, 1944","June 22, 1941","September 1, 1939"
hard,multiple,What Southeast Asian country was formerly known as 'Lan Xang'?,Laos,Cambodia,Vietnam,Thailand
medium,estimate,What year did Australia become a federation?,1901,1910,1899,1911
medium,multiple,What was the name of the chemical that was dropped on Vietnam during the Vietnam war?,Agent Orange,Phosgene,Mustard Gas,Hydrogen Cyanide
medium,multiple,When did the Crisis of the Third Century begin?,235 AD,235 BC,242 AD,210 AD
easy,boolean,The majority of people that lived under the Byzantine Empire called themselves Romans.,True,False,,
medium,multiple,The Spitfire L.F. Mk IX had what engine?,Merlin 66,Griffon 65,Merlin 50,Merlin X
medium,estimate,In what year did Texas secede from Mexico?,1836,1838,1845,1844
medium,estimate,What year did the Battle of Agincourt take place?,1415,1463,1401,1422
medium,estimate,When did Jamaica receive its independence from England? ,1962,1492,1963,1987
medium,boolean,"If you grab the bladed end of a longsword in a specific way, you will not cut yourself.",True,False,,
medium,multiple,"As poverty and racial tensions pushed African-Americans out of the southern US, many of them moved north in an event known as what?",The Great Migration,The Great Awakening,The Harlem Renaissance,The Resettlement
medium,boolean,The first televised presidential debate was between Jimmy Carter and Gerald Ford.,False,True,,
medium,multiple,When did the Battle of the Bulge end?,"January 25, 1945","August 6, 1945","December 7, 1941","December 16, 1944"
medium,multiple,What was the total length of the Titanic?,882 ft | 268.8 m,759 ft | 231.3 m,1042 ft | 317.6 m,825 ft | 251.5 m
medium,multiple,The Thirty Years War ended with which treaty?,Peace of Westphalia,Treaty of Versailles,Treaty of Paris,Peace of Prague
hard,multiple,When did Lithuania declare independence from the Soviet Union?,"March 11th, 1990","December 25th, 1991","December 5th, 1991","April 20th, 1989"
hard,multiple,Which Australian Prime Minister disappeared in 1967 and was never found?,Harold Holt,Paul Keating,Edmund Barton,Scott Morrison
hard,boolean,The Emus won the Great Emu War of 1932.,True,False,,
hard,multiple,Which of these theoretical phycisists first predicted the existence of antimatter?,Paul Dirac,Niels Bohr,Albert Einstein,Werner Heisenberg
easy,boolean,"The Enlightenment was an era of philosophies, advancements, and scientific theories to improve society.",True,False,,
easy,multiple,Which of the following was Brazil was a former colony under?,Portugal,Spain,The Netherlands,France
medium,multiple,The crown of the Empire State Building was originally built for what purpose?,Airship Dock,Lightning Rod,Antennae,Flag Pole
easy,multiple,What was Manfred von Richthofen's nickname?,The Red Baron,The High Flying Ace,The Blue Serpent ,The Germany Gunner
medium,multiple,Who crowned Charlemagne as Holy Roman Emperor on Christmas Day in 800?,Pope Leo III,Pope Urban IV,Pope Stephen V,Pope Valentine
medium,multiple,The seed drill was invented by which British inventor?,Jethro Tull,Charles Babbage,Isaac Newton,J.J Thomson
easy,multiple,What war did George Orwell famously volunteer for and nearly died in?,Spanish Civil War,World War I,World War II,Russian Civil War
medium,multiple,Who was Hannibal?,Carthaginian general,British serial killer,French explorer,Greek philosopher
easy,multiple,What was the first sport to have been played on the moon?,Golf,Football,Tennis,Soccer
medium,multiple,"Which country had an ""Orange Revolution"" between 2004 and 2005?",Ukraine,Belarus,Latvia,Lithuania
easy,multiple,Who was the first American in space?,Alan Shephard,Neil Armstrong,John Glenn,Jim Lovell
medium,multiple,Which of these countries was sea charted in 1500 by the Portuguese maritime explorations?,Brazil,India,Mozambique,Madagascar
medium,multiple,The Battle of the Somme in World War I took place in which country?,France,Germany,Italy,Austria
easy,multiple,Who succeded Josef Stalin as the leader of the Soviet Union?,Nikita Krushchev,Lavrentiy Beria,Vyacheslav Molotov,Georgy Malenkov
hard,multiple,"During the Roman Triumvirate of 42 BCE, what region of the Roman Republic was given to Lepidus?",Hispania ,Italia,Gallia,Asia
medium,estimate,When did construction of the Suez Canal finish?,1869,1859,1860,1850
hard,estimate,In which year did the Tokyo Subway Sarin Attack occur?,1995,2001,2011,1991
medium,multiple,The United States Army Air Corps became the United States Air Force on what date?,"September 18, 1947","December 14, 1946","October 27, 1945","November 08, 1944"
medium,multiple,In what dialogue did Socrates defend himself to the court of Athens? ,The Apology,The Euthyphro,The Laws,The Republic
easy,multiple,Which of the following countries was not an axis power during World War II?, Soviet Union,Italy,Germany,Japan
medium,multiple,Who is believed to have been the first European to 'discover' the land of New Zealand?,Abel Tasman,Christopher Columbus,Jeanne Baré,John Cabot 
hard,multiple,"What did the abbreviation ""RMS"" stand for in the RMS Titanic in 1912?",Royal Mail Ship,Royal Majesty Service,Regular Maritime Schedule ,Regulated Maelstrom Sensor
easy,estimate,What year did World War II end?,1945,1943,1947,1950
easy,multiple,Which modern day country is the region that was known as Phrygia in ancient times?,Turkey,Syria,Greece,Egypt
medium,multiple,Which U.S. President was in office when the Gulf War began?,George H. W. Bush,Richard Nixon,George W. Bush ,Ronald Regan
medium,estimate,What year was the Italian firearms manufacturer Beretta founded?,1526,1776,1923,1998
medium,multiple,"When Christopher Columbus sailed to America, what was the first region he arrived in?",The Bahamas Archipelago,Florida,Isthmus of Panama,Nicaragua
hard,multiple,In 1547 who became the 1st Tsar of Russia,Ivan the Terrible,Alexis of Russia,Mikhail Romanov,Peter the Great
medium,multiple,"Which American civilization is the source of the belief that the world would end or drastically change on December 21st, 2012?",The Mayans,The Incas,The Aztecs,The Navajos
medium,multiple,Which of these facilities was not present on the Titanic?,Fainting room,Turkish bath,Kennel,Squash court
easy,multiple,What country joined the EU in 2013?,Croatia,Bulgaria,Slovenia,Turkey
medium,boolean,Franz Joseph I was the last emperor of Austria.,False,True,,
hard,multiple,Pianist Frédéric Chopin was a composer of which musical era?,Romantic,Classic,Baroque,Renaissance
medium,multiple,"One of the deadliest pandemics, the ""Spanish Flu"", killed off what percentage of the human world population at the time?",3 to 6 percent,6 to 10 percent,1 to 3 percent,less than 1 percent
hard,multiple,Who was the first man to travel into outer space twice?,Gus Grissom,Vladimir Komarov,Charles Conrad,Yuri Gagarin
easy,multiple,The original Roman alphabet lacked the following letters EXCEPT:,X,W,U,J
hard,multiple,What was the Canada's first capital?,Kingston,Toronto,Ottawa,Montreal
easy,multiple,Who was the first prime minister of Canada?,John Macdonald,John Abbott,Alexander Mackenzie,Robert Borden
easy,boolean,The Spitfire originated from a racing plane.,True,False,,
medium,multiple,What was the capital of South Vietnam before the Vietnam War?,Saigon,Ho Chi Minh City,Hanoi,Hue
easy,boolean,The Cold War ended with Joseph Stalin's death.,False,True,,
medium,multiple,How many times was Albert Einstein married in his lifetime?,Twice,Five,Thrice,Once
medium,multiple,"What was the transfer of disease, crops, and people across the Atlantic shortly after the discovery of the Americas called?",The Columbian Exchange,Triangle Trade,Transatlantic Slave Trade,The Silk Road
medium,multiple,Who was the leader of Sweden in the Great Northern War?,Charles XII,Per Albin Hansson,Peter the Great,Gustavus Adolphus
easy,estimate,"In what year did the Great Northern War, between Russia and Sweden, end?",1721,1726,1727,1724
easy,multiple,Which country was Josef Stalin born in?,Georgia,Russia,Germany,Poland
hard,multiple,"Who is the creator of the soft drink, Dr. Pepper?",Charles Alderton,James Wellington,Johnson Hinsin,Boris Heviltik
medium,multiple,"In relation to the British Occupation in Ireland, what does the IRA stand for.",Irish Republican Army,Irish Rebel Alliance,Irish Reformation Army,Irish-Royal Alliance
hard,multiple,The assassination of which royal led to the start of World War I?,Archduke Franz Ferdinand,Louis Mountbatten,King Charles I,Nicholas II
hard,multiple,Which one of these rulers did not belong to the Habsburg dynasty?,Philip V,Charles V,Philip II,Francis Joseph
easy,multiple,"What battle was the longest in World War I, lasting approximately 303 days?",Battle of Verdun ,Battle of Passchendaele,Battle of Amiens,Battle of Stalingrad
easy,boolean,Kublai Khan is the grandchild of Genghis Khan?,True,False,,
hard,multiple,When did Canada leave the confederation to become their own nation?,"July 1st, 1867","July 1st, 1763","July 1st, 1832","July 1st, 1902"
hard,multiple,When was the SS or Schutzstaffel established?,"April 4th, 1925","September 1st, 1941","March 8th, 1935","February 21st, 1926"
medium,boolean,Adolf Hitler was accepted into the Vienna Academy of Fine Arts.,False,True,,
easy,multiple,A collection of Sanskrit hymns and verses known as the Vedas are sacred texts in what religion?,Hinduism,Judaism,Islam,Buddhism
medium,multiple,"Which building was set aflame on August 24th, 1812?",The White House,Parliament Building,Grand National Assembly Building,Palace of the Nation
medium,boolean,"Sir Issac Newton served as a Member of Parliament, but the only recorded time he spoke was to complain about a draft in the chambers.",True,False,,
medium,multiple,What was the name of the African-American cultural explosion centered in upper Manhattan during the 1920s and 1930s?,Harlem Renaissance,Inwood Renaissance,Bed-Stuy Renaissance,Upper East Renaissance
medium,multiple,What is the name of the famous Apache leader who died in 1909 at the age of 70?,Geronimo,Sitting Bull,Red Cloud,Crazy Horse
easy,multiple,The idea of Socialism was articulated and advanced by whom?,Karl Marx,Vladimir Lenin,Joseph Stalin,Vladimir Putin
medium,multiple,"Which U.S. president took part in the Potsdam Conference, where the Allies reached a peace settlement with Germany?",Harry S. Truman,Dwight D. Eisenhower,Franklin D. Roosevelt,Herbert Hoover
easy,multiple,Who was the Prime Minister of Japan when Japan declared war on the US?,Hideki Tojo,Michinomiya Hirohito,Isoroku Yamamoto,Fumimaro Konoe
hard,multiple,"Before the American colonies switched to the Gregorian calendar in 1752, on what date did their new year start?",March 25th,June 1st,September 25th,December 1st
hard,multiple,"In the year 1900, what were the most popular first names given to boy and girl babies born in the United States?",John and Mary,Joseph and Catherine,William and Elizabeth,George and Anne
medium,multiple,Which historical conflict killed the most people?,World War II,Taiping Rebellion,Three Kingdoms War,Mongol conquests
medium,multiple,What day did the Battle of Gettysburg begin?,"July 1, 1863","September 17, 1862","July 21, 1861","Apr 30, 1863"
hard,boolean,Japan was part of the Allied Powers during World War I.,True,False,,
medium,multiple,What nationality was sultan Saladin?,Kurdish,Arab,Egyptian,Syrian
medium,multiple,Who was the first Chancellor of a united Germany in 1871? ,Otto Von Bismark,Kaiser Wilhelm ,Fredrick the 2nd,Robert Koch
medium,multiple,Which of the following Soviet revolutionaries was exiled from the USSR and later assassinated in 1940 for criticizing Stalinism?,Leon Trotsky,Lev Kamenev,Mikhail Kalinin,Vladimir Lenin
medium,multiple,"Which Nazi General was known as the ""Desert Fox""?",Erwin Rommel,Gerd von Rundstadt,Wilhelm Keitel,Heinz Guderian 
medium,multiple,Who was the first emperor of Rome?,Augustus ,Julius Caesar,Pompey Magnus,Claudius
medium,multiple,What is the mnemonic device for remembering the fates of the wives of Henry VIII?,"Divorced, Beheaded, Died, Divorced, Beheaded, Survived","Beheaded, Died, Divorced, Divorced, Beheaded, Survived","Died, Beheaded, Divorced, Beheaded, Survived, Divorced","Survived, Beheaded, Died, Divorced, Divorced, Beheaded"
medium,multiple,In what prison was Adolf Hitler held in 1924?,Landsberg Prison,Spandau Prison,Ebrach Abbey,Hohenasperg
hard,multiple,"When was the city of Rome, Italy founded?",753 BCE,902 BCE,524 BCE,697 BCE
hard,multiple,The ancient city of Chichén Itzá was built by which civilization?,Mayans,Aztecs,Incas,Toltecs
easy,estimate,In what year did the nuclear power plant in Chernobyl melt down?,1986,1991,1975,1998
medium,multiple,What is the name given to the series of confrontations between the UK and Iceland over North Atlantic fishing rights?,The Cod Wars,The Lobster Wars,The Halibut Wars,The Mackerel Wars
medium,multiple,Joseph Stalin had a criminal past doing what?,Robbing Trains,Murder for Hire,Tax Evasion,Identity Fraud
medium,multiple,"In the War of the Pacific (1879 - 1883), Bolivia lost its access to the Pacific Ocean after being defeated by which South American country?",Chile,Peru,Brazil,Argentina
easy,multiple,Which of these landmarks is not included in the original 'Seven Wonders of the Ancient World'?,Great Wall of China,Great Pyramid of Giza,Colossus of Rhodes,Hanging Gardens of Babylon
hard,boolean,The Kingdom of Prussia briefly held land in Estonia.,False,True,,
hard,multiple,"What was the aim of the ""Umbrella Revolution"" in Hong Kong in 2014?",Genuine universal suffrage,Gaining Independence,Go back under British Rule,Lower taxes
medium,multiple,"After his loss at the Battle of Waterloo, Napoleon Bonaparte was exiled to which island?",St. Helena,Elba,Corsica,Canary
easy,boolean,The United States Department of Homeland Security was formed in response to the September 11th attacks.,True,False,,
easy,boolean,The French Kingdom helped the United States gain their independence over Great Britain during the Revolutionary War.,True,False,,
easy,multiple,To what political party did Abraham Lincoln belong when elected POTUS?,Republican,Democrat,Independent,Whig
medium,multiple,Which Louis was known as 'The Sun King of France'?,Louis XIV,Louis XIII,Louis XV,Louis XVI
medium,multiple,Who was the first explorer to sail to North America?,Leif Erikson,Christopher Columbus,Amerigo Vespucci,Ferdinand Magellan
hard,estimate,When did the French Revolution begin?,1789,1823,1756,1799
hard,multiple,Who assassinated President James A. Garfield?,Charles Guiteau,Sirhan Sirhan,Leon Czolgosz,John Wilkes Booth
medium,multiple,"What was the name of one of the surviving palaces of Henry VIII located near Richmond, London?",Hampton Court,St James's Palace,Buckingham Palace,Coughton Court
hard,multiple,Which country were potatoes originally grown?,Peru,United States ,Ireland,New Zealand
medium,multiple,When was the Grand Patriotic War in the USSR concluded?,"May 9th, 1945","September 2nd, 1945","August 9th, 1945","December 11th, 1945"
hard,multiple,"When was the ""Siege of Leningrad"" lifted during World War II?",January 1944,September 1943,November 1943,March 1944
medium,multiple,Under which name was Rodrigo Borgia made Pope?,Alexander VI,Rodrigo I,John Paul II,Pius VII
medium,multiple,What was the unofficial name for Germany between 1919 and 1933?,Weimar Republic,German Democratic Republic,Federal Republic of Germany,Oesterreich 
medium,multiple,Who tutored Alexander the Great?,Aristotle,Socrates,Plato,King Philip
hard,multiple,Who was the President of the United States during the signing of the Gadsden Purchase?,Franklin Pierce,Andrew Johnson,Abraham Lincoln,James Polk
easy,multiple,On what street did the 1666 Great Fire of London start?,Pudding Lane,Baker Street,Houses of Parliament,St Paul's Cathedral
