Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
hard,multiple,"What three movies, in order from release date, make up the ""Dollars Trilogy""?","""A Fistful of Dollars"", ""For a Few Dollars More"", ""The Good, the Bad, and the Ugly""","""The Good, the Bad, and the Ugly"", ""For A Few Dollars More"", ""A Fistful of Dollars""","""For a Few Dollars More"", ""The Good, the Bad, and the Ugly"", ""A Fistful of Dollars""","""For a Few Dollars More"", ""A Fistful of Dollars"", ""The Good, the Bad, and the Ugly"""
easy,multiple,What was the first monster to appear alongside Godzilla?,Anguirus,King Kong,Mothra,King Ghidora
hard,multiple,"What is the species of the ""Predator"" in the 1987 movie ""Predator""?",Yautja,Xenomorph,Praetorian,Phocrex
medium,multiple,"Who performed the opening theme song for the James Bond 007 movie ""Goldfinger""?",Shirley Basey,Tom Jones,John Barry,Sheena Easton
medium,multiple,"In Star Wars, what's the name of the new Government created after the defeat of the Galactic Empire?",The New Republic,The Rebel Alliance,The Crimson Dawn,The First Order
easy,multiple,"In the movie ""Cast Away"" the main protagonist's best friend while on the island is named",Wilson,Carson,Jackson,Willy
easy,multiple,"Who played Deputy Marshal Samuel Gerard in the 1993 film ""The Fugitive""?",Tommy Lee Jones,Harrison Ford,Harvey Keitel,Martin Landau
medium,multiple,"Before getting the shotgun, what did the titular hobo in 'Hobo with a Shotgun' want to purchase?",a lawnmower,a revolver,a guitar,a suit
hard,multiple,Who Voices the Devil on Devil's Flight in Final Destination 3?,Tony Todd,Wendy Christensen,Ian McKinley,Kevin Fischer
medium,multiple,Which 1958 movie starred Kirk Douglas and Tony Curtis as half-brothers Einar and Eric?,The Vikings ,The Long Ships,Prince Valiant,Spartacus
easy,multiple,Which of the following movies was not based on a novel by Stephen King? ,The Thing,Carrie,Misery,The Green Mile
easy,multiple,"The 2002 film ""28 Days Later"" is mainly set in which European country?",United Kingdom,France,Italy,Germany
easy,multiple,"Who plays Jack Burton in the movie ""Big Trouble in Little China?""",Kurt Russell,Patrick Swayze,John Cusack,Harrison Ford
medium,multiple,"Which actor plays the character ""Tommy Jarvis"" in ""Friday the 13th: The Final Chapter"" (1984)?",Corey Feldman,Macaulay Culkin,Mel Gibson,Mark Hamill
easy,multiple,Which James Bond film had the theme song written and performed by English singer-songwriter Adele?,Skyfall,Casino Royale,Quantum Solace,Spectre
medium,multiple,Which town is the setting for the Disney movie The Love Bug (1968)?,San Francisco,Los Angeles,Sacramento,San Jose
easy,multiple,Which movie includes a giant bunny-like spirit who has magic powers including growing trees?,My Neighbor Totoro,Hop,Rise of the Guardians,Alice in Wonderland
medium,multiple,"Who was the director of ""Scott Pilgrim vs. the World (2010)""?",Edgar Wright,Phil Lord,Chris Miller,Seth Rogan
hard,multiple,"In Youtuber Jerma985's 2014 film ""Rat Movie: Mystery of the Mayan Treasure,"" who is the man who tries to steal the Mayan Treasure?",Dick Dastardly Richards,"Gabe ""The Glue Man"" Degrossi",Bootleg Duck Dynasty Byeah Batman,Demon Lord Zeraxos
medium,multiple,Who plays the Nemesis in the Resident Evil movies?,Matthew Taylor,Jason Dip,Eric Mabius,Jimmy Matts
medium,multiple,What is the birth name of Michael Keaton?,Michael Douglas,Michael Fox,Michael Richards,Michael Kane
easy,multiple,Which actress danced the twist with John Travolta in 'Pulp Fiction'?,Uma Thurman,Kathy Griffin,Pam Grier,Bridget Fonda
easy,multiple,Who played Thanos in Avengers: Infinity War and Avengers: End Game?,Josh Brolin,Tom Hiddleston,Adam Sandler,Sean Gunn
easy,multiple,"Who plays protagonist Ethan Hunt in the ""Mission: Impossible"" film-series?",Tom Cruise,Johnny Depp,Sean Connery,Pierce Brosnan
medium,estimate,"What year did the James Cameron film ""Titanic"" come out in theaters?",1997,1996,1998,1999
medium,multiple,"In the 2010 Nightmare on Elm Street reboot, who played Freddy Kruger?",Jackie Earle Haley,Tyler Mane,Derek Mears,Gunnar Hansen
medium,multiple,"Which stand-up comedian voiced the talking parrot ""Iago"" in Disney's 1992 adaptation of Aladdin?",Gilbert Gottfried,Robin Williams,Pauly Shore,Jonathan Freeman
hard,multiple,"In the film ""Harry Potter and the Order of The Phoenix"", why was Harry Potter's scream, after Sirius Black died, muted?",Too Agonizing,Too Loud,Too Harsh,Too Violent
easy,multiple,"What breed of dog was Marley in the film ""Marley & Me"" (2008)?",Labrador Retriever,Golden Retriever,Dalmatian,Shiba Inu
easy,multiple,What historical time period was the center of the Assassin’s Creed movie (2016)?,Spanish Inquisition,Victorian England,French Revolution,Colonial America
medium,multiple,"What was another suggested name for, the 1985 film, Back to the Future?",Spaceman From Pluto,Hill Valley Time Travelers,The Time Travelers,The Lucky Man
medium,multiple,What character in the Winnie the Pooh films was added by Disney and does not appear in the original books?,Gopher,Tigger,Heffalumps,Rabbit
medium,multiple, In what movie does Eddie Murphy swap identities with Dan Aykroyd?,Trading Places,Ghostbusters,Coming to America,The Blues Brothers
easy,multiple,"What movie starring Bruce Willis contains the line ""I see dead people""? ",The Sixth Sense,The Fifth Element,Die Hard,Armageddon
medium,multiple,"What is the name of the Artificial Intelligence system in the 1983 film, ""WarGames""?",War Operation Plan Response,Self Evolving Thought Helix,Master Control Program,West Campus Analog Computer
easy,multiple,7-Eleven stores were temporarily converted into Kwik E-marts to promote the release of what movie?,The Simpsons Movie,Spider-Man 3,Shrek the Third,Ratatouille
easy,multiple,What is the oldest Disney film?,Snow White and the Seven Dwarfs,Pinocchio,Dumbo,Fantasia
medium,multiple,"In ""Jurassic World"", which company purchases InGen and creates Jurassic World?",Masrani Global Corporation ,Biology Synthetics Technologies,International Genetics Incorporated,International Genetic Technologies
medium,multiple,"In the 2002 film ""Kung Pow! Enter the Fist"", why was Wimp Lo purposely trained wrong?",As a joke,For cheating,Revenge,To test him
hard,multiple,What did the first moving picture depict?,A galloping horse,A woman in a dress,A man walking,A crackling fire
medium,multiple,"What city did the monster attack in the film, ""Cloverfield""?","New York, New York","Las Vegas, Nevada","Chicago, Illinois","Orlando, Florida"
hard,multiple,What was Humphrey Bogart's middle name?,DeForest,DeWinter,Steven,Bryce
medium,multiple,Which of the following is NOT a quote from the 1942 film Casablanca? ,"""Frankly, my dear, I don't give a damn.""","""Here's lookin' at you, kid.""","“Of all the gin joints, in all the towns, in all the world, she walks into mine…”","""Round up the usual suspects."""
easy,multiple,"Who in Pulp Fiction says ""No, they got the metric system there, they wouldn't know what the f*** a Quarter Pounder is.""",Vincent Vega,Jules Winnfield,Jimmie Dimmick,Butch Coolidge
easy,multiple,Who wrote and directed the 1986 film 'Platoon'?,Oliver Stone,Francis Ford Coppola,Stanley Kubrick,Michael Cimino
medium,multiple,"Which iconic character is featured in movies such as ""The Enforcer"", ""Sudden Impact"", and ""The Dead Pool""?",Dirty Harry,Indiana Jones,James Bond,Harry Potter
medium,multiple,This trope refers to minor characters that are killed off to show how a monster works.,Red Shirt,Minions,Expendables,Cannon Fodder
easy,boolean,"Han Solo's co-pilot and best friend, ""Chewbacca"", is an Ewok.",False,True,,
easy,multiple,"Who directed the 2015 movie ""The Revenant""?",Alejandro G. Iñárritu,Christopher Nolan,David Fincher,Wes Anderson
hard,boolean,"""Cube"", ""Cube 2: Hypercube"" and ""Cube Zero"" were directed by the same person.",False,True,,
hard,multiple,Which boxer was famous for striking the gong in the introduction to J. Arthur Rank films?,Bombardier Billy Wells,Freddie Mills,Terry Spinks,Don Cockell
easy,multiple,"This movie contains the quote, ""Nobody puts Baby in a corner.""",Dirty Dancing,Three Men and a Baby,Ferris Bueller's Day Off,Pretty in Pink
medium,multiple,"Who plays ""Bruce Wayne"" in the 2008 movie ""The Dark Knight""?",Christian Bale,Michael Caine,Ron Dean,Heath Ledger
hard,multiple,"What did Alfred Hitchcock use as blood in the film ""Psycho""? ",Chocolate syrup,Ketchup,Red food coloring,Maple syrup
medium,multiple,"This movie contains the quote, ""What we've got here is a failure to communicate.""",Cool Hand Luke,Bonnie and Clyde,The Graduate,In the Heat of the Night
easy,multiple,"In the Lord of the Rings: The Two Towers, where are the party of orcs taking the hobbits?",Isengard,Rivendell,Mordor,Moria
hard,multiple,Which movie did NOT feature the late actor John Candy?,Ghostbusters,Little Shop Of Horrors,Home Alone,Planes Trains and Automobiles
hard,multiple,"According to ""Star Wars"" lore, which planet does Obi-Wan Kenobi come from?",Stewjon,Alderaan,Tatooine,Naboo
hard,multiple,"In the 1964 film ""Zulu"", what song does the British Army company sing before the final battle?",Men of Harlech,Scotland the Brave,Colonel Bogey March,The British Grenadiers
easy,multiple,"Who is the protagonist of the 2002 film ""Kung Pow! Enter the Fist""?",Chosen One,Dragon King,Iron Monkey,Master Tang
medium,multiple,"In the 1994 movie ""Speed"", what is the minimum speed the bus must go to prevent to bomb from exploding?",50 mph,60 mph,40 mph,70 mph
medium,multiple,Which animated film did Steven Lisberger direct in 1980 before going on to direct Tron?,Animalympics,The Fox and the Hound,The Black Cauldron,The Great Mouse Detecive
medium,multiple,"Which star actor was in ""Top Gun"", ""Jerry Maguire"" and ""Born on the Fourth of July""?",Tom Cruise,Kelly McGillis,John Travolta,George Clooney
medium,multiple,"Which 90's comedy cult classic features cameos appearances from Meat Loaf, Alice Cooper and Chris Farley?",Wayne's World,Bill & Ted's Excellent Adventure,Dumb and Dumber,Austin Powers: International Man of Mystery
easy,estimate,When was the movie 'Con Air' released?,1997,1985,1999,1990
easy,multiple,"Who directed the 2017 movie ""The Shape of Water""?",Guillermo del Toro,Steven Spielberg,James Cameron,Martin Scorsese
easy,boolean,"""Minions"" was released on the June 10th, 2015.",False,True,,
medium,multiple,"In the film ""Requiem for a Dream"", what drug does Jared Leto's character get addicted to?",Heroin,Cocaine,Marijuana,Oxycodone
medium,multiple,Leonardo Di Caprio won his first Best Actor Oscar for his performance in which film?,The Revenant,The Wolf Of Wall Street,Shutter Island,Inception
medium,multiple,"In Tron: Legacy, Kevin Flynn wrote a program to create the perfect system. What was the program's name?",Clu,Tron,MCP,Quorra
easy,multiple,"In Avengers: Infinity War, where was the Soul Stone located?",Vormir,Xandar,Knowhere,Asgard
easy,boolean,"In the movie The Revenant, DiCaprio's character hunts down the killer of his son.",True,False,,
easy,multiple,"Who directed the movies ""Pulp Fiction"", ""Reservoir Dogs"" and ""Django Unchained""?",Quentin Tarantino,Martin Scorcese,Steven Spielberg,James Cameron
hard,multiple,"In the film ""Interstellar"", how long did they spend on Miller's planet?","23 years, 4 months, and 8 days","15 years, 2 months, and 15 days",10 months and 6 days,"26 years, 4 months, and 10 days"
easy,multiple,"In the 1986 film ""The Wraith"", what concept car is used for the Turbo Interceptor?",Dodge M4S,Pontiac Banshee,General Motors Firebird,Dodge Copperhead
hard,multiple,What was the first superhero film James Gunn was involved with?,The Specials,Super,Guardians of the Galaxy,Brightburn
medium,multiple,In which 1955 film does Frank Sinatra play Nathan Detroit?,Guys and Dolls,Anchors Aweigh,From Here to Eternity,High Society
easy,multiple,"In the movie Gremlins, after what time of day should you not feed Mogwai?",Midnight,Evening,Morning,Afternoon
easy,multiple,"In the 2012 film, ""The Lorax"", who is the antagonist?",Aloysius O'Hare,Ted Wiggins,The Once-Ler,Grammy Norma
medium,multiple,Actress Susan Sarandon caught pneumonia during filming of which movie?,The Rocky Horror Picture Show,Thelma and Louise,Dead Man Walking,Enchanted
medium,multiple,What was the name of the protagonist in the movie Commando (1985)?,John Matrix,Ben Richards,Douglas Quaid,Harry Tasker
easy,boolean,"Shaquille O'Neal appeared in the 1997 film ""Space Jam"".",False,True,,
medium,multiple,"Who directed the movie ""Alien""?",Ridley Scott,Christopher Nolan,Michael Bay,James Cameron
easy,multiple,"For the film ""Raiders of The Lost Ark"", what was Harrison Ford sick with during the filming of the Cairo chase?",Dysentery,Anemia,Constipation,Acid Reflux 
medium,multiple,"In The Lord of the Rings: The Fellowship of the Ring, which one of the following characters from the book was left out of the film?",Tom Bombadil,Strider,Barliman Butterbur,Celeborn
easy,multiple,"In the movie ""V for Vendetta,"" what is the date that masked vigilante ""V"" urges people to remember?",November 5th,November 6th,November 4th,September 5th
hard,multiple,The film Mad Max: Fury Road features the Dies Irae  from which composer's requiem?,Verdi,Mozart,Berlioz,Brahms
