Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
easy,boolean,Minecraft can be played with a virtual reality headset.,True,False,,
medium,multiple,"Of the following space shooter games, which came out first?",Space Invaders,Galaxian,Galaga,Sinistar
medium,multiple,"The cake depicted in Valve's ""Portal"" franchise most closely resembles which real-world type of cake?",Black Forest,Devil's Food,Molten Chocolate,German Chocolate
easy,multiple,What does IWHBYD stand for on the skull in the Halo series?,I Would Have Been Your Daddy,I Wanna Have Babies You Down,I Would Hate Being Your Driver,I Would Have Bought Your Dog
hard,multiple,What do the video games No Man’s Sky and Mighty No. 9 have in common?,Both were announced in 2013.,Both were crowdfunded.,Both were developed by indie studios.,Both were released for the PlayStation 3.
medium,boolean,"In ""Resident Evil"", only Chris has access to the grenade launcher.",False,True,,
easy,boolean,"Big the Cat is a playable character in ""Sonic Generations"".",False,True,,
easy,multiple,Which of these covert groups employs Sam Fisher to work as a Splinter Cell?,Third Echelon,Voron,Black Arrow,The Engineers
medium,multiple,Which video game earned music composer Mike Morasky the most awards for his work?,Portal 2,Left 4 Dead 2,Team Fortress 2,Counter-Strike: Global Offensive
easy,multiple,Which Final Fantasy game consisted of a female-only cast of party members?,Final Fantasy X-2,Final Fantasy IX,Final Fantasy V,Final Fantasy XIII-2
medium,multiple,Which of these game franchises were made by Namco?,Tekken,Street Fighter,Mortal Kombat,Dragon Quest
medium,multiple,"In the game Destiny, who succeeded Peter Dinklage in voicing the protagonist's ""Ghost""?",Nolan North,John DiMaggio,Mark Hamill, Troy Baker
easy,estimate,In which year was League of Legends released?,2009,2010,2003,2001
easy,boolean,"The Konami Code is known as Up, Up, Down, Down, Left, Right, Right, Left, B, A, Start.",False,True,,
easy,multiple,"What was the first game in the ""Battlefield"" series?",Battlefield 1942,Battlefield Vietnam,Battlefield 2,Battlefield 1
medium,multiple,"When was ""Garry's Mod"" released?","December 24, 2004","November 13, 2004","December 13, 2004","November 12, 2004"
easy,multiple,"In vanilla Minecraft, which of the following cannot be made into a block?",Charcoal,Coal,Wheat,String
hard,multiple,Which of these online games was originally named LindenWorld in it's early development?,SecondLife,ActiveWorlds,IMVU,HabboHotel
easy,boolean,"Valve's ""Portal"" and ""Half-Life"" franchises exist within the same in-game universe.",True,False,,
easy,estimate,"In Rust, how many Timed Explosive Charges does it take to destroy a Ladder Hatch?",1,3,2,5
easy,multiple,"What is the name of the game developer who created ""Call Of Duty: Zombies""?",Treyarch,Sledgehammer Games,Infinity Ward,Naughty Dog
easy,multiple,"In Pokemon Red & Blue, what is the name of HM05?",Flash,Strength,Cut,Fly
medium,multiple,Just Cause 2 was mainly set in what fictional Southeast Asian island country?,Panau,Davao,Macau,Palau
medium,multiple,"In Telltale Games' ""The Walking Dead: Season One"" what is the name of Clementine's father?",Ed,Charles,Lee,Walter
easy,boolean,"In ""Sonic Adventure"", you are able to transform into Super Sonic at will after completing the main story.",False,True,,
medium,multiple,"In The Elder Scrolls V: Skyrim, who is the jester in the dark brotherhood?",Cicero,Lucien Lachance,Archimedes,Astrid
medium,multiple,"Which of the following Copy Abilities was only featured in ""Kirby & The Amazing Mirror""?",Mini,Magic,Smash,Missile
hard,multiple,What was the nickname of the original model for Half-Life's protagonist Gordon Freeman?,Ivan the Space Biker,Gordon the Space Biker,Ivan the Alien Biker,Gordon the Alien Biker
easy,multiple,What is the code name of Morgana the cat in Persona 5?,Mona,Panther,Nightstalker,Zorro
easy,boolean,"The main playable character of the 2015 RPG ""Undertale"" is a monster.",False,True,,
medium,multiple,"In Minecraft, which of these ingredients is needed to brew a Potion of Water Breathing?",Pufferfish,Ink sac,Pumpkin,Fishing rod
hard,multiple,Why was the character Trevor Philips discharged from the Air Force?,Mental Health Issues,Injuries,Disease,Danger to Others
medium,multiple,"In Hitman: Blood Money, what is the name of the target in the mission ""Death of a Showman""?",Joseph Clarence,The Swing King,Maynard John,Manuel Delgado
easy,multiple,Which Elite Four member from the first generation of Pokémon became the champion in the next generation?,Lance,Agatha,Bruno,Lorelei
easy,boolean,"The ultimate phrase used by Pharah from Overwatch is: ""Justice rains from above!""",True,False,,
medium,multiple,Which of the following created and directed the Katamari Damacy series?,Keita Takahashi,Hideki Kamiya,Shu Takumi,Shinji Mikami
easy,multiple,"In most FPS video games such as Counter-Strike, shooting which part of the body does the highest damage?",Head,Arm,Leg,Chest
medium,multiple,Which one of these games came out first?,Terraria,Minecraft,Starbound,Factorio
easy,multiple,"In PROTOTYPE 2. who is referred to as ""Tango Primary""?",James Heller,Alex Mercer,Dana Mercer,Any Goliaths roaming around
easy,multiple,"What game mode was not in the original ""Wii Sports""?",Table Tennis,Boxing,Baseball,Bowling
easy,boolean,"In Resident Evil 4, the Chicago Typewriter has infinite ammo.",True,False,,
hard,multiple,"In the game Enter the Gungeon, which one of these is not a playable character?",The Wizard,The Bullet,The Robot,The Cultist
easy,multiple,Rocket League is a game which features..,Cars,Helicopters,Planes,Submarines
hard,multiple,"In the SHMUP series, ""Gradius"", what is the name of the antagonist faction you fight against?",Bacterion,Bydo,Belsar,ORN Empire
medium,boolean,"The Sniper's SMG in Team Fortress 2, was originally intended to be the Scout's primary weapon.",True,False,,
easy,multiple,Who made Garry's Mod?,Garry Newman,Randy Newman,Facepunch Studios,Gabe Newell
medium,multiple,"Which musical artist was NOT featured as playable avatars in the game ""DJ Hero""?",Dr. Dre,DJ Shadow,Daft Punk,Grandmaster Flash
easy,multiple,"In Final Fantasy XIV, what is the name of the Deep Dungeon that was introduced in the expansion pack, Heavensward?",Palace of the Dead,Heaven on High,Aetherochemical Research Facility,Sunken Temple of Qarn
medium,multiple,Which of the following is a character in the video game Destiny?,Cayde-6,Ostrava of Boletaria,Mordecai the Hunter,Leon S. Kennedy
easy,boolean,Niko Bellic is the protagonist of Grand Theft Auto IV.,True,False,,
medium,multiple,"In the game Pokémon Conquest, which warlord is able to bond with Zekrom and a shiny Rayquazza?",Nobunaga,The Player,Oichi,Hideyoshi
hard,multiple,"In Hollow Knight, how many Precepts does Zote have?",Fifty-Seven,Sixty-Nine,Fourty-Three,Ninety-One
hard,estimate,"In Halo 2, how many rounds does the M6C hold in a single magazine?",12,6,36,18
easy,multiple,Which of the following is NOT one of the main characters in Grand Theft Auto V’s story mode?,Tommy Vercetti,Michael de Santa,Franklin Clinton,Trevor Phillips
easy,boolean,"In 2019, Minecraft outsold Tetris to become the world's best-selling video game.",True,False,,
hard,multiple,"In the indie farming game ""Stardew Valley"", which NPC hates the ""prismatic shard"" item when received as a gift?",Haley,Abigail ,Elliott,Lewis
hard,multiple,"In the Kingdom Hearts series, which is not an optional boss you can fight?",Master Yen Sid,Sephiroth,Julius,Kurt Zisa
hard,estimate,When was Steam first released?,2003,2004,2011,2007
medium,multiple,Which company developed and published Game Dev Tycoon?,Greenheart Games,Greenland Games,The Tycoonists,MomCorp
medium,multiple,"In Left 4 Dead, what is the name of the virus, as designated by CEDA, that causes most humans to turn into the Infected?",Green Flu,Yellow Fever,T-Virus,Raspberry Sniffles
medium,multiple,"In Fallout 4, which type of power armor is first encountered in the early mission ""When Freedom Calls"" in a crashed Vertibird?",T-45,T-51,T-60,X-01
medium,multiple,"Which of these is not a character in the game, ""Lethal League""?",Rex,Switch,Candyman,Sonata
easy,multiple,"What is the name of ""Team Fortress 2"" update, in which it became Free-to-play?",Über Update,Pyromania Update,Mann-Conomy Update,Engineer Update
easy,multiple,"In the Nintendo DS game 'Ghost Trick: Phantom Detective', what is the name of the hitman seen at the start of the game?",Nearsighted Jeego,One Step Ahead Tengo,Missile,Cabanela
medium,boolean,"In ""Deus Ex: Mankind Divided"", Adam Jensen can die from overclocking.",False,True,,
easy,multiple,"In CoD: Black Ops III, what is the name of the rogue A.I. antagonist?",Corvus,Cabal,Legion,Icarus
easy,estimate,"What year did the game ""Overwatch"" enter closed beta?",2015,2013,2011,2016
medium,boolean,"In the Resident Evil series, Leon S. Kennedy is a member of STARS.",False,True,,
medium,multiple,"In the game ""Terraria"", which of these bosses are pre-hardmode bosses?",Eye of Cthulhu,Plantera,Skeletron Prime,The Destroyer
hard,boolean,"TF2: Sentry rocket damage falloff is calculated based on the distance between the sentry and the enemy, not the engineer and the enemy",False,True,,
medium,multiple,One of the Nintendo Entertainment System voice channels supports playback of sound samples. Which one?,DMC,Noise,Triangle,Square
easy,multiple,"In the PAYDAY series, who betrayed the PAYDAY gang that got Hoxton arrested?",Hector,Vlad,The Dentist,The Elephant
medium,multiple,What block in Minecraft has the highest blast resistance?,Barrier,Obsidian,Bedrock,Block of Diamond
medium,multiple,Which game was the first time Mario was voiced by Charles Martinet?,Mario's Game Gallery,Super Mario 64,Mario Tennis,Dr. Mario 64
medium,multiple,"Which ""Perk-A-Cola"" in ""Call Of Duty: Zombies"" was ""reworked"" in ""Call of Duty: Black Ops II""?",Double Tap Root Beer,Who's Who,Juggernog,Mule Kick
easy,estimate,"In World of Warcraft's Mists of Pandaria expansion, What was the level cap?",90,85,80,75
hard,multiple,"In ""Call Of Duty: Zombies"", which weapon does NOT deal any damage?",31-79 JGb215,Sliquifier,V-R11,Wunderwaffe DG-2
medium,multiple,"Which company made the Japanese RPG ""Dragon Quest""?",Square Enix,Capcom,Konami,Blizzard
medium,multiple,"In the first Left 4 Dead, you can play as either of these four characters.","Francis, Bill, Zoey, and Louis","Bender, Andrew, Allison, and Brian","Coach, Ellis, Nick, and Rochelle","Harry, Ron, Hermione and Dumbledore"
medium,multiple,Which of these characters is NOT a boss in Crash Bash?,Ripper Roo,Papu Papu,Komodo brothers,Nitros Oxide
hard,multiple,"How long are all the cutscenes from Metal Gear Solid 4 (PS3, 2008) combined?",8 hours,4 hours,12 hours,5 hours
hard,multiple,"What device allows Tracer to manipulate her own time in the game ""Overwatch""?",Chronal Accelerator,B.L.I.N.K,Spacial Displacement Manipulator,TMD (Time Manipulation Device)
hard,multiple,"In the book & video game Metro 2033, which Moscow Metro station is the main character Artyom's home station?",VDNKh,Prospekt Mira,Kitay-Gorod,Botanichesky Sad
medium,multiple,Which Touhou character is a Hell Raven?,Utsuho Reiuji,Flandre Scarlet,Marisa Kirisame,Aya Shameimaru
easy,multiple,Which of these Starbound races has a Wild West culture?,Novakid,Avian,Human,Hylotl
hard,estimate,"How many aces can be shot down through the entirety of ""Ace Combat Zero: The Belkan War""?",169,100,132,245
medium,multiple,"What was the first weapon pack for ""PAYDAY 2""?",The Gage Weapon Pack #1,The Overkill Pack,The Gage Chivalry Pack,The Gage Historical Pack
easy,multiple,"Which character in the ""Animal Crossing"" series uses the phrase ""zip zoom"" when talking to the player?",Scoot,Drake,Bill,Mallary
easy,multiple,"In Undertale, MEGALOVANIA is a theme for which character?",Sans,Flowey,Papyrus,Undyne
easy,boolean,"In the video game ""Splatoon"", the playable characters were originally going to be rabbits instead of squids.",True,False,,
medium,multiple,Which Game Development company made No Man's Sky?,Hello Games,Dovetail Games,Valve,Blizzard Entertainment
medium,multiple,The default playermodel of Garry's Mod is this Half Life 2 character.,Isaac Kleiner,G-Man,Alyx Vance,Gordon Freeman
hard,multiple,What is the name of the alligator in Where's My Water?,Swampy,Cranky,Crocky,Justice
easy,multiple,Which of these is NOT a Humongous Entertainment game franchise?,Commander Keen,Pajama Sam,Putt-Putt,Freddi Fish
medium,estimate,"During the events of Half-Life: Opposing Force, what is the age of Adrian Shephard, the protagonist?",22,23,21,24
medium,multiple,"What is the name of the prison in ""Half Life 2""?",Nova Prospekt,Great Prospekt,New Prospect,Lesser Prospekt
easy,boolean,"In Heroes of the Storm, the Cursed Hollow map gimmick requires players to kill the undead to curse the enemy team.",False,True,,
medium,multiple,"In what Half-Life expansion can you find Gordon's picture in an ""Employee of the Month"" picture frame?",Half-Life: Opposing Force,Half-Life: Blue Shift,Half-Life: Decay,They Hunger
hard,multiple,Which souls game was not directed by Hidetaka Miyazaki?,Dark Souls 2,Demon Souls,Dark Souls,Dark Souls 3
easy,multiple,"In the video game ""Team Fortress 2"", which class is able to double jump?",Scout,Spy,Engineer,Pyro
medium,multiple,"Which of these weapons is NOT available to the Terrorist team in the game, ""Counter-Strike: Global Offensive""?",SCAR-20,SG 550,CZ-75,XM1014
easy,boolean,Doki Doki Literature Club was developed in Japan.,False,True,,
easy,multiple,"What's the name of the main protagonist in the ""Legend of Zelda"" franchise?",Link,Mario,Zelda,Pit
medium,multiple,"In Need for Speed: Underground, what car does Eddie drive?",Nissan Skyline GT-R (R34),Mazda RX-7 FD3S,Acura Integra Type R,Subaru Impreza 2.5 RS
easy,multiple,"Which franchise does the creature ""Slowpoke"" originate from?",Pokemon,Dragon Ball,Sonic The Hedgehog,Yugioh
easy,boolean,"In Pokémon, Arbok evolves into Seviper.",False,True,,
medium,multiple,"Who is the main character in the video game ""Just Cause 3""?",Rico Rodriguez,Tom Sheldon,Marcus Holloway,Mario Frigo
easy,multiple,"In the game Nuclear Throne, what character is only usable in a play through with Melting?",Skeleton,Frog,Horror,Plant
easy,multiple,"Which of the following characters from the game ""Overwatch"" was revealed to be homosexual in December of 2016?",Tracer,Widowmaker,Sombra,Symmetra
medium,multiple,Killing Floor started as a mod for which Unreal Engine 2 game?,Unreal Tournament 2004,Deus Ex: Invisible War,Unreal Tournament 3,Postal
medium,estimate,In what year were screenshots added to Steam?,2011,2010,2008,2009
medium,boolean,"The first Maxis game to feature the fictional language ""Simlish"" was The Sims (2000).",False,True,,
medium,multiple,"In the 1980s, a service called Gameline allowed users to download games to what console?",Atari 2600,Sega Genesis,Nintendo Entertainment System,ColecoVision
easy,boolean,"The ghosts in ""Pac-Man"" and ""Ms. Pac-Man"" have completely different behavior.",True,False,,
hard,multiple,"In the Mario Kart series, which game introduced the ""Shield Drifting"" mechanic?",Mario Kart Arcade GP DX,Mario Kart: Double Dash,Mario Kart Super Circuit,Mario Kart DS
medium,boolean,Minecraft wasn’t the original name to Minecraft.,True,False,,
easy,boolean,"""Undertale"" is an RPG created by Toby Fox and released in 2015.",True,False,,
medium,multiple,Who is credited with having created the world's first video game Easter Egg?,Warren Robinett,Julius Smith,Will Crowther,Don Woods
easy,multiple,Which of these is NOT a team available in the game Pokémon Go?,Team Rocket,Team Instinct,Team Valor,Team Mystic
easy,multiple,"In which mall does ""Dead Rising"" take place?",Willamette Parkview Mall,Liberty Mall,Twin Pines Mall,Central Square Shopping Center
medium,multiple,What are the names of the Ice Climbers in the video game Ice Climber?,Popo and Nana,Popo and Nina,Papi and Nana,Papi and Nina
hard,multiple,"In the Half-Life mod ""Afraid of Monsters"" what was the name of the main protagonist?",David Leatherhoff,Daniel Featherhoff,Damon Weatherhoff,Damien Teatherhoff
medium,multiple,"When was the video game ""P.A.M.E.L.A."" released on Steam?","March 9, 2017","January 7, 2007","October 23, 1997","February 16, 2015"
easy,multiple,"The football video game series ""Pro Evolution Soccer"" is developed by which company?",Konami,Square Enix,Electronic Arts,THQ
hard,multiple,"In Diablo lore, this lesser evil spawned from one of the seven heads of Tathamet, and was known as the Maiden of Anguish.",Andariel,Valla,Malthael,Kashya
medium,multiple,What are tiny Thwomps called in Super Mario World?,Thwimps,Little Thwomp,Mini Thwomp,Tiny Tims
medium,multiple,"During the game's development, what was the first ever created Pokémon?",Rhyhorn,Bulbasaur,Mew,Arceus
medium,multiple,Which of the following Call of Duty games was a PS3 launch title?,Call of Duty 3,Call of Duty 4: Modern Warfare,Call of Duty: World at War,Call of Duty: Roads to Victory
hard,multiple,"In 2004, which person(s) created ""Roblox""?",David Baszucki and Erik Cassel,Erik Cassel,Jonas Alto and Sarah Smith,James Kolein
medium,estimate,How many permanent companions are there in the base game version of Fallout: New Vegas?,8,7,9,6
hard,estimate,"In the game ""The Sims"", how many Simoleons does each family start with?","20,000","10,000","15,000","25,000"
medium,multiple,"In the video game series ""Disgaea"", what word does the character Prinny have to include in all sentences they speak?","""Dood""","""Master""","""Plip""","""Boom"""
easy,boolean,Donkey Kong was originally set to be a Popeye arcade game.,True,False,,
medium,multiple,Which genre is the Touhou Project associated with?,Shoot 'em up (bullet-hell) & Fighting,Turn-Based Strategy,MMORPG,Building 
medium,multiple,"In Monster Hunter Generations, which of the following monsters are a part of the ""Fated Four""?",Astalos,Gore Magala,Malfestio,Arzuros
medium,multiple,"What is the perk that was introduced in the ""Call Of Duty: Zombies"" map, ""Mob Of The Dead""?",Electric Cherry,Quick Revive,Vulture Aid,Tombstone
easy,multiple,"What was the first video game in the Batman ""Arkham"" series?",Arkham Asylum,Arkham Knight,Arkham City,Arkham Origins
easy,multiple,Gordon Freeman is said to have burnt and destroyed what food in the break room microwave?,Casserole,Sub Sandwich,Chicken Soup,Pepperoni Pizza
hard,multiple,"In World of Warcraft lore, who organized the creation of the Paladins?",Alonsus Faol,Uther the Lightbringer,Alexandros Mograine,"Sargeras, The Daemon Lord"
hard,multiple,"In the Gamecube Version of ""Resident Evil"" what text document is open on the monitor of the computer in the Visual Data Room?",A GDC Document,Text Document on Herbs,Nothing,Document on B.O.Ws
hard,multiple,What is the name of your team in Star Wars: Republic Commando?,Delta Squad,The Commandos,Bravo Six,Vader's Fist
easy,boolean,Nintendo's Luigi was originally just called Green Mario?,False,True,,
easy,estimate,What was the Maximum Level in World of Warcraft: Battle for Azeroth?,120,100,90,150
easy,boolean,"In RuneScape, one must complete the ""Dragon Slayer"" quest before equipping Rune Platelegs.",False,True,,
medium,multiple,Mirror's Edge Catalyst takes place in the City of...?,Glass,Mirrors,Purity,Diamonds
medium,multiple,"In Skylanders Giants, why was Zaps' Wow Pow named ""For Riley"" ?",As a tribute to a fan who passed away,As a reference to a film,After one of the writers of the game,After a voice actor
medium,estimate,"By how many minutes are you late to work in ""Half-Life""?",30,5,60,15
medium,boolean,"In the video game ""Blue Reflection"", the main protagonist, Hinako Shirai, was a ballet dancer.",True,False,,
hard,multiple,"GoldenEye 007 on the Nintendo 64 was planned to allow you to play as all previous Bond actors, with the exception of who?",George Lazenby,Roger Moore,Sean Connery,Timothy Dalton
medium,multiple,Which one of these was not a member of the Fiendish Five in the game Sly Cooper and the Thievius Raccoonus?,Dimitri Lousteau,Mz. Ruby,Muggshot,Clockwerk
hard,multiple,"Meryl Silverburgh, a video game character from the Metal Gear series, was originally a character in which game?",Policenauts,Gradius,Contra,Castlevania: Symphony of the Night
easy,multiple,The Touhou Project series of games is often associated with which genre?,Shoot 'em up,Strategy,FPS,Casual
easy,multiple,"Who is the main character in ""The Stanley Parable""?",Stanley,The Adventure Line,The Narrator,The Boss
easy,multiple,"Which of the following weapons in ""Counter-Strike: Global Offensive"" does not have a right-click function?",XM1014,SG553,R8 Revolver,USP-S
hard,multiple,"In ""Need for Speed III: Hot Pursuit"", what is the name of the fictional car?",El Niño,Rápido,Ágil,La Niña
medium,multiple,What is the AK-47's name in Counter Strike: Source?,CV-47,AK-74,AK,CZ-75
easy,multiple,"In Divinity: Original Sin II, what is the name of the skeletal origin character?",Fane,Lohse,The Red Prince,There are no skeletal origin characters
easy,boolean,Tony Hawk's extreme sports videogames revolve around performing professional BMX tricks.,False,True,,
medium,boolean,The character that would eventually become Dr. Eggman was considered for the role of Sega's new flagship mascot before Sonic was.,True,False,,
medium,multiple,"What is the name of the first boss the player encounters in the 2017 game, ""Little Nightmares""?",The Janitor,The Warden,The Caretaker,The Overseer
easy,multiple,"In the first game of the Sly Cooper franchise, what family heirloom did Sly Cooper want to steal back?",Thievius Raccoonus,Raccoon Training 101,The Art of Sneak,Raccoonus Teachus
easy,boolean,Solid Snake is actually a clone from the DNA of Big Boss in the Metal Gear Solid series' history.,True,False,,
medium,multiple,"In vanilla Minecraft, you can make armor out of all BUT which of the following?",Emeralds,Diamonds,Iron,Leather
medium,multiple,"In the game Silent Hill 2, who was James Sunderland's late wife?",Mary,Maria,Angela,Laura
easy,boolean,Tetris is the #1 best-selling video game of all-time.,False,True,,
medium,estimate,"In ""The Legend of Zelda: Ocarina of Time,"" what is the maximum amount of rupees that Link can carry?",500,999,1000,5000
medium,multiple,"In World of Warcraft lore, who was first to have the title ""The Ashbringer""?",Alexandros Mograine,Tirion Fordring,Arthas Menethil,Uther the Lightbringer
medium,estimate,"In ""Overwatch"", how much health does Roadhog's ""Take a Breather"" ability recover?",300,100,200,400
easy,multiple,Which of these is NOT a player class in Team Fortress 2?,Healer,Demoman,Pyro,Spy
medium,estimate,"In World of Warcraft lore,  how many siblings does Sylvanas Windrunner have?",3,2,4,1
medium,multiple,"What name does the little headcrab in ""Half Life 2"" have?",Lamarr,Jumperr,Drett,Jerry
hard,multiple,Which one of these is NOT an official map in Counter-Strike: Global Offensive?,de_season,de_sugarcane,de_canals,de_militia
medium,multiple,"Along with Gabe Newell, who co-founded Valve?",Mike Harrington,Robin Walker,Marc Laidlaw,Stephen Bahl
medium,multiple,"Who developed the 2016 farming RPG ""Stardew Valley""?",Eric Barone,Daisuke Amaya,Jasper Byrne,Lucas Pope
medium,multiple,What is the canonical name of the Persona 4 protagonist?,Yu Narukami,Minato Arisato,Soji Seta,Nagito Komaeda
hard,multiple,"""Exile"" and ""Revelations"" were the third and fourth installments of which PC game series?",Myst,Shivers,Doom,Tropico
hard,multiple,"In ""Final Fantasy VI"", what is the name of (summoned) Gilgamesh's weakest attack?",Excalipoor,Excalibore,Excalisnore,Excalisore
medium,multiple,"What is the name of the protagonist's first Persona in ""Persona 5""?",Arsene,Mara,Izanagi,Sandaphlon
hard,multiple,"In the Lego Island trilogy, who taught Pepper Roni how to read?",Officer Laura Brick,Papa Brickolini,Officer Nick Brick,Mama Brickolini
medium,multiple,"In Star Wars: Republic Commando (2005), what is the name of the squad that you play as?",Delta Squad,Omega Squad,Echo Squad,Alpha Squad
hard,boolean,The retail disc of Tony Hawk's Pro Skater 5 only comes with the tutorial.,True,False,,
hard,multiple,What is the name of the main island in PLAYERUNKNOWN'S BATTLEGROUNDS?,Erangel,Marmara,Severny,Lastovo
medium,multiple,Who published the 1998 video game Half-Life?,Sierra On-Line,Valve,Blizzard,EA
medium,multiple,"In ""Call Of Duty: Zombies"", which map introduced the perk ""PhD Flopper""?",Ascension,Moon,Call Of The Dead,Die Rise
medium,multiple,"In Left 4 Dead, which campaign has the protagonists going through a subway in order to reach a hospital for evacuation?",No Mercy,Subway Sprint,Hospital Havoc,Blood Harvest
easy,multiple,What is the most expensive weapon in Counter-Strike: Global Offensive?,Scar-20/G3SG1,M4A1,AWP,R8 Revolver
hard,estimate,"In the video game Undertale, what Fun Value is required to obtain the Fake Hallway?",66,91,45,39
easy,multiple,What's the Team Fortress 2 Scout's city of origin?,Boston,Sydney,Detroit,New York
medium,boolean,"The scrapped Sonic the Hedgehog 2 level ""Hidden Palace Zone"" was later reused in the iOS port of the game. ",True,False,,
easy,multiple,What company develops the Rock Band series of rhythm games?,Harmonix,Activision,Konami,Electronic Arts
easy,multiple,The most graphically violent game to precede the creation of the ESRB (Entertainment Software Rating Board) was...,Mortal Kombat,Duke Nukem,Resident Evil,Doom
easy,multiple,"In Slay the Spire, which of the following is NOT a playable character?",Stoneheart,Silent,Defect,Ironclad
easy,estimate,"How many Chaos Emeralds are there in the ""Sonic the Hedgehog"" universe?",7,6,8,14
easy,estimate,When was the game 'Portal 2' released?,2011,2014,2009,2007
medium,multiple,Which franchise had a special event hosted in the popular MMORPG Final Fantasy XIV: A Realm Reborn?,Yo-kai Watch,Pokémon,Yu-gi-oh,Buddyfight
easy,estimate,"TF2: What code does Soldier put into the door keypad in ""Meet the Spy""?",1111,1432,1337,No code
easy,multiple,What is the protagonist's title given by the demons in DOOM (2016)?,Doom Slayer,Doom Guy,Doom Marine,Doom Reaper
easy,multiple,"In Grand Theft Auto V, what was Michael De Santa's former surname?",Townley,De Santos,Watson,Simpson
medium,boolean,"""Return to Castle Wolfenstein"" was the only game of the Wolfenstein series where you don't play as William ""B.J."" Blazkowicz.",False,True,,
hard,multiple,Which game was exclusive to Dreamcast?,Pen Pen TriIcelon,Sylvester & Tweety in Cagey Capers,Perfect Dark,Tetrisphere
easy,multiple,What is the title of song on the main menu in Halo?,Halo,Opening Suite,Shadows,Suite Autumn
medium,multiple,"In the Jackbox party game Monster Seeking Monster, which monster can steal two hearts from other monsters under certain conditions?",Serial Killer,Parasite,Stalker,Magic Mirror
medium,multiple,"Which one of these ""Mortal Kombat"" characters has been playable in every single mainline game?",Sub-Zero,Raiden,Scorpion,Liu Kang
easy,multiple,Which of the following Zelda games did not feature Ganon as a final boss?,Majora's Mask,Ocarina of Time,Skyward Sword,Breath of the Wild
medium,multiple,This weapon in Counter-Strike: Global Offensive does not exist in real life.,M4A4,AWP,M4A1,MP9
medium,multiple,In which game did the Konami Code make its first appearance?,Gradius,Contra,Castlevania,Dance Dance Revolution
easy,multiple,Which student in Yandere Simulator is known for asking irritating and stupid questions?,Midori Gurin,Kokona Hruka,Oka Ruto,Pipi Osu
medium,estimate,"The mobile game ""Jetpack Joyride"" was released in what year? ",2011,2012,2009,2014
easy,boolean,"Faust is a playable character in ""Guilty Gear Xrd Revelator"".",True,False,,
easy,multiple,"In ""Overwatch"", which hero is able to wallride?",Lucio,Reinhardt,Sombra,Mercy
hard,estimate,"In ""The Witness"", how many lasers must be activated to get into the mountain area?",7,8,5,12
hard,boolean,McCree from Overwatch originally started as a character that was going to appear in a scrapped Starcraft game.,True,False,,
medium,multiple,What was the original release date of Grand Theft Auto V?,"September 17, 2013","August 17, 2013","April 14, 2015","November 18, 2014"
medium,multiple,What is the name the location-based augmented reality game developed by Niantic before Pokémon GO?,Ingress,Aggress,Regress,Digress
hard,multiple,"Given that all party members are maxed, who is the fastest party member in Super Mario RPG: Legend of The Seven Stars?",Geno,Mario,Bowser,Peach
hard,multiple,"In Left 4 Dead, what is the character Bill's last name?",Overbeck,Fish,Roberts,Stevenson
hard,multiple,"In Xenoblade Chronicles X, which class has a sniper rifle as it's primary weapon?",Partisan Eagle,Blast Fencer,Winged Viper,Bastion Warrior
medium,multiple,"Which of these is not a playable character in ""Enter The Gungeon?""",The Heavy,The Bullet,The Robot,The Cultist
medium,estimate,How many classes are there in Team Fortress 2?,9,10,8,7
easy,estimate,How many obsidian blocks are required to build a nether portal in Minecraft?,10,14,13,16
medium,multiple,"In the game ""Brawlhalla"", what species is the character Bödvar is?",Half Human / Half Bear,A Human,Half Wolf / Half Bear,Half Tiger /  Half Human
medium,multiple,"What was the game ""Galaga"" was a sequel to?",Galaxian,Galactica,Space Invaders,Galactic Wars
hard,multiple,"In which game did the character ""Mario"" make his first appearance?",Donkey Kong,Super Mario Bros.,Super Mario Land,Mario Bros.
easy,multiple,Who is the main protagonist in the 'Ratchet and Clank' game series?,Ratchet,Clank,Captin Qwark,Dr Nefarious
easy,estimate,How many playable characters are there in Yakuza 5?,5,2,3,1
easy,multiple,"In the video game ""Postal 2"", what is the name of Postal Dude's dog?",Champ,Snoopy,Krotchy,Duke
medium,multiple,"Which one of these nations was added to Civilization V with the ""Gods & Kings"" expansion?",The Netherlands,The Zulu,The Ottomans,The Kongo
medium,multiple,Which of the following was not developed by Bethesda?,Fallout: New Vegas,Fallout 3,The Elder Scrolls V: Skyrim,Fallout 4
easy,boolean,The shotgun appears in every numbered Resident Evil game.,True,False,,
easy,multiple,"In the ""Worms"" series of video games, which of these weapons is affected by wind?",Bazooka,Grenade,Air Strike,Mortar
medium,estimate,What is the lowest amount of max health you can have in Team Fortress 2?,70,100,50,95
hard,multiple,Which character from the Mega Man series made a small cameo on Volt Catfish's introduction scene in CD versions of Mega Man X3?,Auto,Eddie,Tango,Rush
medium,estimate,"In the 2002 video game ""Kingdom Hearts"", how many playable worlds were there?",14,13,16,11
medium,multiple,"In ""World of Warcraft,"" what dragon appears in the human guise of Lord Victor Nefarius?",Nefarian,Nefarius,Neltharion,Nefaran
